29   10  -999  10    5   10   10   10   10    1    1    0    1
30   10  -999  10    9    2    4   10    3    1   10    0   10
31    9  -999   0  -999   0  -999   3    2  -999   5  -999   0

1935
1    10    9    0    1   10    7    4   10   10    0    0    4
2    10    7   10    4   10    6   10    0    4    0    0    1
3     2   10    0   10   10   10   10    4    2    0    2   10
4     8    0    4    2   10   10   10   10    0   10    8   10
5    10    7   10    0    0    4    8    9    3    6    0    4
6     0    0    8   10   10    7    7    9    5   10    8    9
7     3    0    8    3    0    8    0    2    2   10    4    2
8    10    3    7    9    0    2    0   10   10    1    7    4
9     8    0   10   10    0    7   10   10   10   10    4    0
10   10   10   10    8    0    5    2   10   10    1    8    0
11    8   10    0    0    1   10    0   10   10   10   10   10
12   10   10    0    8    3   10    0    0   10   10    9   10
13   10    8    0    6   10   10   10   10    1    9    8   10
14    8    7    0    2    3    3    1   10    7   10    0   10
15   10   10   10   10    8    7    7   10    4   10    1    3
16   10    3   10    4    2    3   10   10    7    2    0    4
17    0   10    4   10    1    9   10   10    7    2   10    0
18   10    9   10    7   10    3    8   10   10    5    1   10
19   10   10    7    8   10   10   10   10    0   10   10    7
20   10    0    7   10    0   10    1    8    2   10   10    0
21   10    4   10   10    0   10   10    0   10    2   10    0
22   10    5    3   10    2    8    6   10    0   10   10    0
23   10    0    0    8    0    3   10    3   10   10    0    7
24   10   10    9   10    0    6    6    0    0    0    0    1
25    2    0    0    0    1   10   10    0    0   10   10   10
26    3    7    6    0    0   10   10    4   10   10   10   10
27    0    3    4    0    0    9    4    5   10   10   10   10
28   10    0   10    1   10    6    7    3    0   10    0   10
29    0  -999  10   10    7   10    3   10    0    8    4   10
30    6  -999  10    7    9    2    7    3    7    1    2    0
31    4  -999   7  -999  10  -999   3    4  -999   0  -999  10

1936
1     0   10    6    8    7    7    4   10   10    4    9   10
2     7    4    4   10    0   10   10   10    8   10   10    9
3    10    1    1    8    0    4    4    8    3   10    4    0
4    10   10    1    0   10    0    2    9   10    1    0   10
5    10   10   10    0   10   10    3   10    7    0    1   10
6    10   10   10    7   10    7   10    0   10    0   10    8
7     0    2   10    2    2    1    2    2   10    0   10   10
8     4    1   10    0    0    8   10   10    0    6    3    0
9    10    0   10    0    0   10   10    9    7    0    9    0
10   10    7    0    0    9    0    1    3    0    0   10   10
11    8    0    0    0   10    8   10    9   10    8   10   10
12    1    0   10    0    2    1   10    8    0    7    0    0
13    0   10   10   10    1    9    7   10    1   10   10   10
14    0    0   10   10   10    9    8    5    0   10    0    0
15   10    5    8    0   10   10   10   10    0    6    8   10
16    7    0   10    0   10   10    7    8    0    8   10    0
17    7    7   10    0    4    1   10    3    0    5    0    0
18    0   10    0    0   10    2   10    9   10   10    0    0
19   10   10    7   10    1   10   10   10    0    2    0    8
20    7    0    0    0    0    7   10   10    0   10    0   10
21    0    3    7   10    6   10    4   10    0    9    0   10
22    0    4    0    0    3   10    9    7    6    7    0    4
23   10   10    2   10    5   10   10   10   10    4    1    6
24   10    0    0   10   10   10   10    9   10    5    3    9
25   10   10   10    0    2    9    9    1   10    2    4    6
26   10   10   10    8    0    1    3    0    7    6    0    4
27    4    2   10    8    7   10    9    0    3    0    8   10
28    4   10   10    1    1   10    4    0    0   10   10   10
29    6   10   10    9   10    0    3    9    0   10   10    0
30   10  -999   4    9    1   10   10    9   10   10    8   10
31   10  -999   0  -999  10  -999  10    8  -999   9  -999   8

1937
1     8    0    4   10    0    8   10    3   10   10    0   10
2     7    8   10   10    1   10   10    7    3    1    0   10
3     6    0    8   10    3   10   10   10    2    0   10    5
4    10    0   10   10   10   10    4    9   10    0    0    4
5    10    0   10   10    2   10   10    7   10    0    0   10
6     2    0   10   10   10   10   10    1    8   10   10   10
7     0   10   10    6    3    5    3    7    7    0   10    0
8     9    0    0   10    4    4   10    9   10   10   10   10
9     8    2    0   10   10    1    8    8    4    0    2    0
10   10    0    0    1    7    1    1    9    4    8    0    7
11   10    0   10    8    8   10    7    2    9    0    9    6
12   10   10   10    0    9    9   10    2   10   10    8   10
13    0   10   10   10    2   10   10   10   10   10   10   10
14    0    8    0    3    1    9   10    7   10    8    7    2
15   10    3    0   10    1    6    1    3    3   10    9    1
16    0   10    7   10   10    1    7    6    1   10   10    0
17   10   10    8    9    2    5    8    7    7   10   10    0
18    0    7    8    9    4   10    1   10   10    0   10   10
19    0    0    9    3    9    7    7    7   10    9   10    9
20    7    4   10    6    3    7   10   10    0   10    7   10
21   10   10   10   10    7    7    7   10   10   10    9    8
22    1    3   10    7    8    6    9   10   10    4   10   10
23   10   10    1    2    7    6    8   10   10    6    0   10
24    5   10    1    7   10    8    9    2    8    5   10    0
25    1   10    0   10    2    8    8    2   10   10   10   10
26   10   10    7    2    6    6   10    0   10    0   10   10
27   10   10    0   10    7    7    2    2    0    0   10   10
28   10   10    0   10    5    4    4   10   10    2    7   10
29   10  -999   0    0    3    1    1    7   10   10    2   10
30   10  -999  10   10    2   10    3   10   10    0    1   10
31    0  -999  10  -999   4  -999   8   10  -999   0  -999  10

1938
1     0    0    0    9    1    7    4   10    0   10    4    2
2    10   10    0    0    4    6   10    7    8   10    5    6
3    10   10   10    0    3   10    6    3    8   10   10    7
4    10    9    0   10    0   10    4    7    2    3   10   10
5     0    6    9   10    0    8    6   10   10   10   10    2
6     0    8    8   10    9   10    8    2   10   10    6    8
7     4    9    0    8    0    2   10   10    4    1   10   10
8    10    0    9    0    0    4   10   10    8   10   10    0
9    10   10   10    0    8    9   10    0    1    0    6    1
10   10    2   10    0   10    6    8    0    7    2   10   10
11   10   10   10    0   10   10   10   10   10    8    2   10
12   10    2    0    0    6   10    4    2    8   10   10    0
13    2    2    0    1   10   10   10    3   10    6    2    0
14   10    2    1    0    7    9   10    2    0    7    8    0
15    0   10   10    0   10   10    4   10   10   10    8    0
16    3    7    1    0   10   10    2    8   10   10    0    0
17   10   10   10    0   10    2   10   10    7   10    0   10
18    7    4   10    0   10    8    2   10   10    0    0   10
19   10   10   10    8    9    6   10    4   10   10    0   10
20   10   10   10   10   10    8   10    6    0    3    4    0
21    0   10   10   10   10    1    7    3    0   10   10    0
22   10   10    3   10   10    3   10    7    6   10    3    0
23   10   10    9    7    8   10    8   10   10    8   10    0
24   10   10   10    4   10    7   10    4    0   10    8    0
25    5   10    0    6   10   10    4   10    0    0   10   10
26    3   10   10    0   10   10    2    0    0    1    0   10
27   10    7   10    9    2   10   10    9   10    3    0   10
28   10   10   10    0    4   10   10    1   10    4    0   10
29   10  -999  10    0   10    7   10    4    0   10   10    1
30   10  -999   2    0    1    8    7    0    8    8    3    8
31    0  -999  10  -999   7  -999   4    7  -999  10  -999  10

1939
1    10   10   10   10    1    0    7    4    8    4   10   10
2     2    0   10    8    0    1    9    7   10    1   10    0
3    10   10   10   10    9    1   10    3   10    9    5    2
4     0   10    6    6   10    1   10    0    9   10   10    6
5     0    9    0    0    7    1    6  -888  10    3    4    0
6    10   10    7    0   10    1   10    9   10   10    7    2
7    10    7   10   10    9    6    8   10   10    9   10    6
8    10   10   10   10    8    4    6    9    1   10   10    1
9     0   10    2    4    2    3   10    7    4    2    0    3
10    0   10   10    4    8   10   10    3    3    4   10   10
11    0    6    0    4    0    3    4    9    2   10   10   10
12    4    1   10    9    1    7    9    9   10    8   10   10
13    0    0   10    9    9    9    6    9    9   10    8   10
14   10   10   10    7    8   10    3   10    3    1   10   10
15    0    0   10   10    9    8    7    9    0    4    2   10
16    6    0    0    2    8    9    9    1    2    2   10   10
17   10    0    0    6    4    8   10    1    4    6    5   10
18   10   10   10    1   10    3    9   10   10    1   10   10
19   10    0   10    0   10    3   10    9   10    1    8    9
20   10   10    3    6    9    7    2   10   10    1   10   10
21    0    3   10    9    7    3    9   10    3   10    9    3
22   10   10    7    9    6    3    7    1   10    9    7    9
23    0    3    4    9    6   10    9    2    0   10    0    9
24    0   10   10    8    8    0    3    3    3    4    1   10
25    9    0    1    4    1    3    4    4    5   10   10    8
26    7    8    7    3   10    8    9    6   10    1    6    8
27    8    4   10    9    8   10    8    3    2    7    1    9
28    0    3    6    9    1   10    9    9    0    9   10    1
29   10  -999  10    8    0    6    9    7    6    8   10    4
30    2  -999   9    1    0    3    7    9   10    9   10   10
31    4  -999  10  -999   0  -999   6   10  -999  10  -999   3

1940
1    10   10    1    3    2    3    6    2   10   10    5   10
2     3   10    2   10    6    2   10    0    4   10    9   10
3     4   10   10    1    1    1    9    2    3   10    1    9
4    10    8    4    2    7    0   10   10   10    1    5    9
5    10    3    2   10    9    1    9   10    0    4   10    9
6    10   10    2   10    7    0    5   10   10   10    9    9
7     3    4    4    8   10    0    5    9   10    9    8    4
8    10   10    9    2   10    4    8   10    1   10   10   10
9    10    3   10    6   10    6    8   10   10    8    9    6
10   10   10    9   10    6    4    8    7    9    2    2    9
11    2   10   10   10    0   10   10    8    9    8    9    6
12    1    1   10    9   10    8   10   10    9    8    5    9
13    9    2    4    9    1    3    5    7   10   10    1   10
14   10    7    9   10    3    1   10    2    3    3    0    7
15    8    4    1    4    8    6    6    1    9   10   10    9
16    8   10    8    1    7    1    9    9   10    3    6    0
17    6    7   10    1    4    2    7    9    7   10    6   10
18    9   10    7   10    3    1    9    7    9    8    2    2
19    0   10    4   10    1    5    4    9    8   10   10   10
20    9    6    7   10    1    9    4    9    4   10   10    2
21    0    9    7    9    2   10   10    9    6    3   10    1
22   10   10    6    9   10   10    8   10    3   10   10    9
23   10    3    3   10    6    1    7    9    3   10    9    9
24   10   10    4    8    6    8    5   10    9    3    7   10
25   10   10    2    6    9    8    8    8   10    9    9    8
26   10    7    1    7    4    2    9    9   10    9   10    3
27   10    9    9    8    6   10    3    3    2   10    1   10
28   10    8    8    6    3   10    3   10    0    1    9   10
29   10   10    2   10    3    2   10    9   10   10    7   10
30   10  -999  10   10    8   10   10   10   10    0    7   10
31   10  -999  10  -999   9  -999   1   10  -999   0  -999   1

1941
1     1    2   10   10    1    2    4    0   10   10   10   10
2     0   10   10   10    0    3   10    6    2   10   10    2
3     3    0   10   10    0    3    4   10    9   10    9   10
4     4   10    0   10    0    2    2   10    0    0    2   10
5     2    3    0    3    0   10   10    6    0   10   10    9
6    10   10    7    9    0   10   10    6    2    0    9    6
7     4   10    0   10   10   10    6   10   10   10   10    7
8     7   10    6   10    9   10    4    9   10   10   10   10
9     0    1    0    0   10    0    1   10   10   10   10   10
10   10    3    0   10    9    0   10   10    9   10   10   10
11   10   10    0   10    6    0   10    0    9    0    1   10
12    6   10    0   10   10    3   10   10    0   10    0    5
13    3   10    4   10   10   10    9    4    9   10   11   10
14    5    8   10    9    1    9    6    8   10    0   11    0
15    2    2    0    9    5   10   10   10   10   10   10    0
16    9   10    0   10    9    5    7    9   10    1   10    0
17    8   10   10   10   10   10   10    3    0    7    1    0
18   10    4    6    4    4    0    7   10    0    4    1   10
19   10    1    1    1    0    1   10    7    0    0    9   10
20   10    1    9    0    3    4   10    3    9    0    1   10
21   10    0   10    9    9    4   10   10    0    2    0    9
22    9    0   10    8   10    9    9    9   10    0    2    2
23    9    1    1    0   10    2   10    4    1    0   10    8
24   10    0   10    0    1   10   10    5    5    3   10   10
25   10    0   10    0    9    0    5    0    3    9    6    0
26   10   10    0   10   10   10   10    0    3   10   10    9
27   10    6   10    0    2   10    5    4   10    1    4   10
28   10    6    1    0    3    7    4    7    0    7   11    0
29   10   10?   0    8    4    3    9    1   10    0   10   11
30   10  -999   9    9    0   10    7   10    9   10    9   10
31   10  -999  10  -999   0  -999   9    9  -999   1  -999  10

1942
1    10   10   10    9    0   10    9    9   10   10    9   10
2    10   10   10   10    0    4   10   10   10    3   10    9
3    10    9   10    1    0    1   10    9    0   10    0   10
4     9    3   10    9    0    1    9   10   10   10    0   10
5    10   10    9    3    8    0    5   10    4    0    9   10
6     1   10   10    9    1    0   10   10   10    4    0   10
7    10    0   10    5   10    9    9   10    9   10    0    0
8     3   10    0    4   10    6    8    7   10    1    1   10
9     0    4    0   10    0   10    9   10    1   10   10    9
10    0    2   10   10   10    8   10   10    0    2    0   10
11   10    9    9    8   10   10    9   10   10    4   10    2
12   10    6   10   10    9    3   10    3   10    9    0   10
13    0   10   10   10    0    7    9    2   10   10   10    0
14   10    4   10    0   10   10    8    9   10   10   10   10
15   10   10    1    0   10    9   10   10    3   10    0    0
16   10    0    5    0   10   10    9   10   10   10    2    2
17   10   10    0    0   10   10   10   10   10   10   10    6
18    9   10   10    0    8    2    2   10   10   10    9    0
19    7    0   10    9    8    6    9    2   10   10    1    2
20    3    0    1   10    9    9   10   10   10    2    2    9
21   10   10    0   10   10    6   10    5   10   10   10    9
22   10    3    0   10    8    3    8    5    7    5    3    0
23   10   10    0   10    4    9   10    1    9    4   10   10
24    3    9    0    0   10    9    4   10   10    1   10   10
25    2    0    0    1    4    0    8    3    0   10   10    9
26    2    7   10    0   10    9   10    0    9   10    9   10
27    6    2   10    0   10   10    0    1   10    9    8   10
28   10   10   10    1   10   10    5    8   10    0    1    0
29    0  -999   9    1    4   10    2   10   10   10   10   10
30    9  -999  10    0    9    9    2   10    0   10    6   10
31   10  -999   4  -999  10  -999   8    4  -999   0  -999  10

1943
1     0    0    4   10    1   10    0   10    0   10   10   10
2     2    1   10    9    9    4    2    4    0    1   10    3
3    10    0   10   10    1   10   10    4   10   10   10   10
4    10   10    9    9   10   10    9   10   10    9   10   10
5     9   10    4    1    7   10   10   10    1   10    9   10
6    10    0    9   10    8    2    8    3    9    0    3   10
7    10    0   10    9   10    9    9   10    3    8   10   10
8    10   10    0   10   10    2   10    9   10   10    6    9
9     9    2   10   10    9   10    7   10    5    9   10   10
10   10   10    9   10    0    3   10    9   10   10    5    9
11   10   10    0    2    9    0    9    2   10    8    9    6
12    7    7    2   10    8    9   10   10   10   10   10    0
13    0    9    0   10   10   10   10    9   10    4   10   10
14    2   10    0    9    0    8   10    4    3   10    4   10
15    6    2    3    9    3    9    2   10    8    7    9    3
16   10   10   10    1    2    7    6   10   10    9   10   10
17    0   10    9   10    0    9    5    8    7    6    9    0
18   10    0    4    9    1    8    4   10   10    7   10    4
19   10   10   10    0    9    6    0   10   10    1   10    7
20    9   10   10   10   10    9    8    4    3    1   10    7
21   10   10   10    9    3    7    0    9    1    8    6    9
22   10   10    0    0    7    9    0    1   10    3    5    2
23    9    1    0    7    2    3    0    1    9    9    2    2
24   10   10   10   10    6    9   10   10    9    7   10   10
25    0    0    9   10    2    1   10    9    8    7    3    9
26    8    9   10    4    1    0    7    9    4   10   10   10
27   10   10    2   10    0    0   10    8   10   10   10    8
28   10    0   10    0    0    0   10    9   10   10   10   10
29    7  -999   1   10    3    0   10    9    9    7    9    2
30    0  -999   7    0    7    0   10   10    6   10   10    2
31    0  -999  10  -999   9  -999   7   10  -999  10  -999   9

1944
1    10   10   10   10   10    6    9    1    5    0   10   10
2    10    2    8   10    9    6    9    5    1    2   10    8
3     0    8    9   10   10    9   10   10   10    6    1    9
4     5   10    8    7   10    9    7    0    9    8   10    2
5    10   10   10    0    3    9    8    9   10    7    0    0
6     9   10    0    4    4    9    9   10   10   10    5    4
7    10    6    0    8    7   10    4   10    3   10    6   10
8    10    0    0    8   10   10    3   10    5   10    1    4
9    10   10   10   10    9    8   10    4    5    0    2    1
10   10    0    9    4    5    8   10    7    7   10   10   10
11   10    9   10   10    2    8   10    2    0   10   10    2
12   10   10   10    6    1    1    1    8    0    1    5    0
13    0   10   10   10    3    6   10    8   10   10    3   10
14    4    0    2   10    5    8    2    9   10    5   10    1
15    9    5   10    5    3    9    6    1   10   10    0   10
16   10    0    2    3    7    8    8    7    0   10   10   10
17    9    9   10    8   10    1    8    7   10    4    5   10
18   10   10   10   10    9    7   10    5    0    5   10    0
19    0   10    5    3    9   10    5    3   10   10   10   10
20    2   10   10    4    7    0    2    5   10   10    3    4
21   10   10   10    2    4    3    7    0    1   10   10   10
22   10    3   10   10    1    9    9   10    0   10   10   10
23    3    9   10   10    6    6   10    3   10    3   10    9
24   10   10    9    8    4    9   10   10    8   10   10   10
25    6   10    0    0    9    6    3    0    9   10    2   10
26    9    0    0    0    8    9    9    9    7    1    1    8
27   10    7    0    8    9    5    8   10    0   10   10    7
28    0    7    0    9    3   10    5   10   10    5    3    0
29   10    9    2    1    7    2    7    9    7    4    8    9
30    8  -999   6    7    2    3   10   10   10    9   10    9
31   10  -999   9  -999   9  -999   9    1  -999  10  -999  10

1945
1    10    5    1   10    6    9   10   10   10    0    0   10
2     8    2    2    4    7    2    9    9    0    0   10    1
3     4   10   10    4    3    4   10    0    0    0   10    2
4     4    8   10   10    9    6    9    3   10   10    8    2
5    10    6   10   10   10   10    1    5    3   11    6    0
6     5   10   10   10    3    7    2    1   10    0   10   10
7     1    0   10   10    7    7    4    4    0    1   10   10
8     0    7   10    0    5    8    6    9    4   10   10   10
9     2    0   10    2    2   10    7    4    4   10    0   10
10    0    0    0   10   10    9    5    4    4    0    9   10
11    2   10    2   10    7    9    8    2    5    0    1    9
12   10    7    4    6    1    9    5    5   10    0    0   10
13   10    4    0    8    8    9   10    0    7    0    2   10
14   10   10    0    4   10   10    9   10    4    8    0   10
15   10   10    6    9    7   10   10    6   10   10   10   10
16    8    9    9    2   10    5    4    8   10   10   10   10
17   10   10    5    9    4    9    7    9    9    0    9    9
18   10    5   10    0    6    7   10   10    4    3   10   10
19   10   10    1    3    4   10   10    4   10    9   10    0
20    6    9    6    7    4   10   10   10    0   10   10    7
21    0   10    0    0    3    2   10    3   10    6   10    7
22   10   10    9    1   10    8    9    7    9    0    6   10
23   10    0    0    9    1    6   10   10    4   10    8    9
24   10    9   10    7    3    1    9    1    5   10    0    6
25    0   10    0   10   10   10   10    7   10    5   10    6
26    1   10    7    8    4    7    8   10    9    6    0   10
27    0    3    2    1    6    7    4   10   10   10   10    5
28   10   10   10    6    9    1    9   10   10    7   10   10
29   10  -999   1    1    8    4    9    3   10   10    4    0
30    3  -999   9    9    4    4    9   10    1   10   10   10
31   10  -999   9  -999   7  -999   8    9  -999  10  -999   9

1946
1     9    1    0    0    9   10   10   10    5   10    3   10
2     6    5    0    0    0    9    4    7    6    0   10   10
3    10    2   10    5    0    7   10    5   10    8   10    0
4    10   10   10    9    2   10   10    7   10   10   10    3
5     2   10   10    0    2    6    6    4   10   10   10    3
6     5   10    4    5    0    1    5    4    8    1    9    9
7     4   10    0   10    3    9    3    9    9    5    8   10
8     9    9    7    0    1    7    3    6    2    3    1    8
9    10   10    1    0    0   10    2    4   10   10    3    3
10    8    3    2   10    2    1    5    1    7    0    9    8
11   10   10   10   10    0    9    6   10    6    0   10    0
12    1   10   10   10    3    1    7    6    4   10    4   10
13    0   10   10    9    5   10   10   10    9   10   10   10
14    6   10   10    0    1    9    9    8    6   10    0    9
15    9   10   10    5    1    9   10    8    7   10    0   10
16    0    0   10    6    2    4    9    9   10   10   10   10
17    1   10   10    7    1    9   10    2    1   10    7    0
18   10   10   10    2    1    7   10   10    0   10    3    0
19    2    6    7   10    1    9   10    2   10   10   10    0
20   10    0    4    0   10    7   10   10    4   10    9    0
21    6    5    5    7    8   10    8   10   10   10   10   10
22   10   10    2   10    7    4   10    1    1   10    0    8
23    0    3    4    3    1    5   10    7    4   10    3    0
24   10   10    0   10    1    9    4    9   10   10    0   10
25   10   10    4    3    2   10    9    7    9    5   10    0
26    0    2    1   10    1    4   10    4   10   10   10   10
27   10    4    0   10    7    4    4    7    0    0    0    2
28   10    0    0    7    9   10    8   10    6   10   10    0
29   10  -999  10    9    2    6    8    9   10    9    9   10
30    2  -999   0    6   10    1    9   10    6    3    4   10
31    4  -999   0  -999   7  -999   8    9  -999  10  -999   3

1947
1     7    9    0    8    4    7   10   10    4    8   10    3
2    10   10    0    5    7    8   10    9    6    0    2   10
3     9   10    0    9    4   10    8    2   10    0    0   10
4     8    4   10    3    8    9    9    8    6    0    0   10
5    10   10    0    3    9    3    9   10    2    0   10   10
6     7   10    8    8    8    9    8    9    8   10   10   10
7     1   10   10    6   10    9   10    9    8   10    4   10
8    10    8    4    4    6    7    8    9   10    7   10    9
9     2   10   10   10   10    9    9    6    0    0   10    0
10   10   10   10    2    7    4    8   10    2    0   10   10
11    0   10   10   10    6    0    2    9    0   10   10   10
12    8   10   10    0    8    0   10    5   10   10    0   10
13    0   10   10    9    4    9    4    0    0    0    0   10
14   10   10    0    3    3   10    2    1    6    8    0   11
15    7   10   10    7    6    2    8    1   10   10    0   10
16    4   10    8   10    9   10    9    0    0   10    0   10
17    4   10    8    3   10   10    2    1    0   10   10   10
18    0    2    5   10    4    8    4    8    0   10    6   10
19    2    2   10   10    4    6   10    1   10   10   10    7
20    0    8    0    4    8   10   10    0   10    0   10    9
21    5   10    0    7    9    9    9    0    3    0    8    9
22    0    0    0    4    7   10    3    0    3   10    9    9
23    7    0   10   10    4    6    9   10    7   10    4   10
24    0    3    0    4   10    9    8    6    7    8    1    6
25   10   10   10    4    8    9   10    0   10    2    9    7
26   10   10   10    4    7    4   10    0   10    8    7   10
27   10    4    8    8    5   10    7    0    7   10    1    8
28   10    4    6    3   10   10    6    0   10    9   10    0
29    4  -999  10   10    6    4    7    0    3   10    8    7
30   10  -999  10    5    8    7    7    4    8   10    0    2
31    7  -999   8  -999   8  -999   3    0  -999  10  -999  10

1948
1     0   10    0    0    4   10   10   10    8   10   10   10
2     0    9    0    3    6    2   10   10   10   10   10    0
3    10    6   10    2   10   10   10   10   10    1   10   10
4    10    0    0    1   10    4    8   10    6    0   10    0
5     0    0    0    4   10    4    9   10    0   10    0   10
6    10    0   10    1   10    4   10   10    9    9    9   10
7     0   10   10    3    9    6    5   10   10    0    5   10
8     0    9    8    2    5    4   10    8    0   10    1   10
9     0   10    0   10   10    7    8   10   10   10    3    1
10   10   10    0   10   10   10   10    3    2    4   10    8
11    9    0    0   10    3    9   10    6   10    4   10    7
12   10   10    0   10   10    4    6    3    0    9    9    3
13    0   10    7   10    8    8   10    0    8    4  -888   7
14    0    7    2   10    8   10   10   10    9    7    5    5
15    0   10    9    8    0   10   10   10    0    0   10    2
16   10   10    9    9    0    9    2    8    9   10    2   10
17    7    9    1    8    2    8   10    2    8    4   10   10
18   10    3   10    0    0    5   10    8    7    9    9    9
19    8   10    9   10    0    7    3    7    2   10    2    0
20    3   10    7    5    0   10   10    9    3   10    9   11
21    4    8    0   10    0    7    6    8   10   10    0   10
22    0    9    8    0   10    6    2    3   10    4    0   10
23    8   10    8    8    2    3    7    5    8   10    0    0
24   10   10    0    0    5   10   10   10    4   10    7    0
25   10    0    0    0    1    8    1    8   10    5    0    0
26    0    3    1   10    0    3    0    8    4    0    8   10
27    9    0    0   10    2    9    0    5    0    0   10    0
28   10    0    9    8   10    5    0   10    3    0    0    0
29   10    9   10    4    6   10    4    9    8   10    0    0
30    0  -999   4    3    7    9    6    8   10    0    4    0
31    0  -999  10  -999   3  -999  10    5  -999  10  -999  10

1949
1     8    0    3    8    8    6    6    8    1    8    8    3
2     0    0    2    8    3    7    4    7    1    8    8    8
3     6    7    8    8    0    7    7    1    0    6    7    8
4     0    0    8    0    5    1    7    7    7    7    8    8
5     8    4    5    8    1    8    6    4    8    8    4    7
6     8    8    6    8    7    8    1    0    3    8    7    7
7     0    8    8    0    0    7    7    8    8    8    6    0
8     1    3    8    0    0    1    7    1    8    8    8    0
9     7    6    2    8    0    7    2    4    7    0    7    6
10    8    1    0    2    0    8    3    6    8    8    3    0
11    0    0    8    8    1    3    6    8    1    0    7    8
12    7    2    3    8    3    8    7    1    7    6    2    7
13    8    8    3    0    5    7    8    7    2    6    1    0
14    8    8    2    3    6    6    8    8    0    7    8    8
15    8    8    8    8    8    2    8    7    8    0    7    6
16    8    8    7    5    7    6    8    0    3    1    5    8
17    7    8    7    2    8    0    8    8    0    8    0    2
18    8    7    0    2    7    0    7    8    3    0    0    0
19    0    2    8    0    6    3    8    7    0    5    0    0
20    6    0    8    8    0    0    7    7    0    0    8    0
21    6    0    8    0    7    0    2    8    0    0    8    7
22    7    8    8    8    7    0    7    7    8    0    0    8
23    7    2    8    7    8    0    8    0    8    0    9    8
24    0    0    0    8    8    0    0    0    1    7    9    8
25    8    8    0    2    7    6    6    7    0    8    8    1
26    7    7    8    7    8    7    8    7    0    0    7    7
27    0    0    0    3    8    8    2    7    0    6    1    8
28    3    8    0    2    0    0    7    7    0    8    7    8
29    6  -999   0    5    5    7    7    7    8    7    7    8
30    7  -999   0    7    1    0    7    4    6    8    5    8
31    8  -999   0  -999   1  -999   7    0  -999   7  -999   1

1950
1     8    4    8    7    7    0    0    8    8    0    2    8
2     8    8    8    0    7    7    5    3    3    1    2    4
3     8    3    2    7    8    8    3    3    3    8    0    7
4     8    8    7    2    8    7    8    7    0    8    0    2
5     1    1    0    7    0    0    8    5    8    2    0    8
6     8    0    0    6    8    0    2    8    6    7    9    8
7     8    0    9    8    0    8    8    5    2    8    8    8
8     7    0    7    7    1    6    7    3    5    2    6    8
9     8    8    0    6    8    8    1    7    3    0    7    8
10    7    6    6    7    0    0    7    7    8    0    0    0
11    0    2    6    1    0    0    6    3    2    8    0    4
12    8    8    0    1    0    1    8    3    0    7    8    6
13    0    0    8    0    0    8    8    7    8    2    8    8
14    5    8    8    0    0    7    8    8    4    2    0    0
15    0    8    7    2    1    5    6    6    0    6    8    7
16    4    8    0    8    8    8    7    8    7    8    1    1
17    3    0    6    1    7    8    8    5    7    7    4    6
18    8    2    8    8    7    5    4    3    1    7    3    5
19    5    8    6    7    1    7    8    7    7    7    7    7
20    8    7    7    8    6    8    4    1    3    8    8    8
21    0    6    7    8    8    2    3    3    8    8    8    8
22    0    8    0    4    1    8    8    5    1    8    2    8
23    8    8    4    7    1    5    7    8    8    0    7    8
24    1    8    1    2    6    6    5    7    7    8    8    6
25    8    0    2    7    2    8    0    7    3    8    0    0
26    7    1    3    7    6    6    5    7    8    8    0    7
27    8    7    0    6    4    6    8    3    8    3    8    8
28    6    6    7    8    6    8    7    3    3    1    7    8
29    8  -999   7    7    8    3    8    7    8    8    8    8
30    8  -999   8    8    8    5    8    5    4    0    8    9
31    0  -999   7  -999   7  -999   6    0  -999   8  -999   8

1951
1     8    8    8    0    8    1    8    0    3    0    4    2
2     0    8    8    0    0    1    7    8    0    8    0    2
3     7    7    8    8    0    4    8    2    8    8    8    8
4     7    8    8    0    8    0    4    8    8    8    8    8
5     7    5    0    8    5    0    8    7    8    0    0    1
6     8    0    8    0    0    0    8    8    0    1    0    0
7     7    8    7    6    3    5    7    5    5    5    6    7
8     7    0    8    8    1    0    3    8    3    2    8    5
9     8    5    8    0    0    6    8    8    8    8    8    6
10    8    9    0    7    0    8    6    8    4    4    3    5
11    0    7    0    8    0    6    8    8    8    7    8    6
12    7    8    9    0    7    6    8    1    8    6    7    2
13    2    7    8    3    5    7    3    8    3    0    8    6
14    6    7    0    5    1    8    6    7    8    4    8    8
15    6    7    3    7    8    3    8    5    3    8    7    8
16    8    8    8    0    0    8    6    8    3    3    4    8
17    8    5    8    8    0    3    8    8    8    8    7    8
18    3    2    8    8    0    7    1    1    8    8    6    3
19    8    3    0    7    8    7    8    2    6    2    5    8
20    7    7    8    1    8    8    6    5    2    4    6    0
21    6    2    8    0    1    8    6    5    7    3    5    8
22    7    3    8    8    0    0    7    8    7    0    8    5
23    7    7    7    3    8    4    7    8    8    4    8    8
24    7    6    1    3    1    1    7    7    7    8    6    7
25    8    7    7    8    6    7    8    1    0    4    0    4
26    7    0    8    1    6    8    8    8    5    8    7    8
27    3    6    0    0    8    7    4    1    0    8    0    8
28    0    7    8    5    3    8    1    8    0    5    8    7
29    8  -999   0    6    0    8    6    3    8    9    8    9
30    8  -999   8    0    1    8    7    8    4    8    0    0
31    6  -999   0  -999   0  -999   4    0  -999   7  -999   0

1952
